,Application ID,Application Type,Customer ID,Group Name ID,RM ID,Entered Date,Closed Date,Next Review Date,Product ID,Start Date,Term (mths),Expiry Date,Rate Applied,Margin Agreed,Capital,Annual Interest Income,Collateral Type,Face Value,Rating
403,ID1442,Dealer,IFR142,GRP519,RM2012,8/9/2016,10/4/2016,10/4/2017,PRD006,10/4/2016,24,10/6/2018,3.22,0.48,310000,11470,Cash and Cash E,21100000,6
404,ID1308,Dealer,IFR118,GRP514,RM2021,8/10/2016,9/19/2016,9/19/2017,PRD008,9/19/2016,12,9/20/2017,2.17,0.39,1310000,33536,Transfer of Mortgage over a Lease,10500000,3
405,ID1047,Dealer,IFR116,GRP517,RM2025,8/12/2016,9/28/2016,9/28/2017,PRD011,9/28/2016,6,3/30/2017,2.21,0.4,5050000,131805,General Mortgage/Lien,22800000,5
406,ID1273,Dealer,IFR173,GRP500,RM2023,8/16/2016,11/18/2016,11/18/2017,PRD007,11/18/2016,12,11/19/2017,2.59,0.38,6980000,207306,Bank Guarantee by Australian Financial Institution,14000000,5
407,ID1371,Property Development,IFR164,GRP517,RM2039,8/19/2016,11/28/2016,11/28/2017,PRD008,11/28/2016,6,5/30/2017,3.23,0.14,4750000,160075,Stock Mortgage,17500000,1
408,ID1443,Property Development,IFR187,GRP510,RM2031,8/20/2016,9/12/2016,9/12/2017,PRD002,9/12/2016,24,9/14/2018,2.56,0.18,2940000,80556,Bill of Sale over business assets,17400000,1
409,ID1114,Dealer,IFR119,GRP511,RM2018,8/21/2016,10/27/2016,10/27/2017,PRD005,10/27/2016,12,10/28/2017,3.18,0.31,6340000,221266,Traded Equities,2800000,5
410,ID1414,Corporate,IFR196,GRP500,RM2036,8/22/2016,10/19/2016,10/19/2017,PRD012,10/19/2016,24,10/21/2018,1.77,0.45,6590000,146298,Bill of Sale over a Motor Vehicle,15000000,6
411,ID1214,Commercial,IFR123,GRP520,RM2016,8/23/2016,12/4/2016,12/4/2017,PRD007,12/4/2016,24,12/6/2018,3.09,0.15,1770000,57348,Unregistered Mortgage over an unregistered lease,21600000,1
412,ID1484,Dealer,IFR169,GRP517,RM2003,8/26/2016,10/23/2016,10/23/2017,PRD008,10/23/2016,12,10/24/2017,1.79,0.47,5840000,131984,Term Deposit at the bank.,21600000,2
413,ID1385,Dealer,IFR135,GRP502,RM2022,8/30/2016,12/10/2016,12/10/2017,PRD014,12/10/2016,24,12/12/2018,1.91,0.17,4940000,102752,General Mortgage/Lien,16700000,5
414,ID1105,Commercial,IFR160,GRP514,RM2025,9/1/2016,11/22/2016,11/22/2017,PRD017,11/22/2016,24,11/24/2018,2.24,0.37,2980000,77778,Commercial Property,10000000,6
415,ID1164,Commercial,IFR157,GRP515,RM2018,9/1/2016,10/10/2016,10/10/2017,PRD005,10/10/2016,6,4/11/2017,1.9,0.12,3730000,75346,Fixed Company Charge,21400000,1
416,ID1337,Property Development,IFR112,GRP507,RM2022,9/2/2016,10/23/2016,10/23/2017,PRD008,10/23/2016,6,4/24/2017,3.68,0.5,5500000,229900,Tripartite Deed/Agreement,16100000,5
417,ID1001,Dealer,IFR195,GRP517,RM2015,9/3/2016,11/2/2016,11/2/2017,PRD003,11/2/2016,6,5/4/2017,3.48,0.39,6320000,244584,Collateral Type Desc,7300000,3
418,ID1418,Commercial,IFR192,GRP502,RM2040,9/3/2016,1/6/2017,1/6/2018,PRD018,1/6/2017,24,1/8/2019,3.15,0.31,2400000,83040,Bank Guarantee by Australian Financial Institution,7000000,3
419,ID1497,Dealer,IFR189,GRP500,RM2010,9/3/2016,12/17/2016,12/17/2017,PRD006,12/17/2016,24,12/19/2018,3.42,0.45,2510000,97137,Unregistered Mortgage over an unregistered lease,11300000,6
420,ID1061,Dealer,IFR143,GRP514,RM2020,9/5/2016,9/24/2016,9/24/2017,PRD005,9/24/2016,24,9/26/2018,3.09,0.18,2220000,72594,Transfer of Mortgage over a Lease,2800000,3
421,ID1109,Dealer,IFR134,GRP501,RM2001,9/5/2016,12/10/2016,12/10/2017,PRD011,12/10/2016,60,12/14/2021,2.55,0.11,5190000,138054,Limited Cross Guarantee and Indemnity (supported),8900000,1
422,ID1336,Dealer,IFR199,GRP514,RM2037,9/9/2016,12/4/2016,12/4/2017,PRD006,12/4/2016,48,12/7/2020,2.79,0.13,5830000,170236,Traded Equities,14000000,6
423,ID1392,Dealer,IFR195,GRP517,RM2005,9/9/2016,12/13/2016,12/13/2017,PRD019,12/13/2016,24,12/15/2018,2.03,0.45,4990000,123752,Stock Mortgage,12100000,1
424,ID1438,Dealer,IFR177,GRP516,RM2022,9/9/2016,9/30/2016,9/30/2017,PRD019,9/30/2016,60,10/4/2021,1.84,0.37,5160000,114036,Collateral Type Desc,16400000,5
425,ID1168,Commercial,IFR184,GRP517,RM2014,9/10/2016,12/16/2016,12/16/2017,PRD002,12/16/2016,48,12/19/2020,3.37,0.4,2100000,79170,Residential Property,4800000,2
426,ID1144,Dealer,IFR141,GRP514,RM2034,9/11/2016,1/18/2017,1/18/2018,PRD016,1/18/2017,6,7/20/2017,2.92,0.45,6620000,223094,Fixed Company Charge,6800000,2
427,ID1170,Dealer,IFR111,GRP502,RM2027,9/11/2016,1/5/2017,1/5/2018,PRD011,1/5/2017,12,1/6/2018,1.73,0.45,5970000,130146,Ships Mortgage,2900000,3
428,ID1014,Dealer,IFR145,GRP514,RM2015,9/13/2016,12/3/2016,12/3/2017,PRD018,12/3/2016,24,12/5/2018,3.39,0.29,1640000,60352,Fixed Company Charge,3900000,6
429,ID1450,Property Development,IFR125,GRP514,RM2003,9/14/2016,11/25/2016,11/25/2017,PRD013,11/25/2016,6,5/27/2017,2.41,0.32,6950000,189735,Transfer of Mortgage over a Lease,14800000,6
430,ID1466,Commercial,IFR123,GRP520,RM2005,9/16/2016,1/14/2017,1/14/2018,PRD001,1/14/2017,24,1/16/2019,3.25,0.28,3690000,130257,Fixed and Floating Company Charge,17100000,6
431,ID1271,Dealer,IFR182,GRP518,RM2018,9/17/2016,1/11/2017,1/11/2018,PRD017,1/11/2017,6,7/13/2017,1.57,0.31,4500000,84600,Fixed and Floating Charge (Cashflow lending),13700000,1
432,ID1161,Dealer,IFR189,GRP500,RM2021,9/21/2016,12/16/2016,12/16/2017,PRD008,12/16/2016,36,12/19/2019,2.55,0.3,6400000,182400,Cash and Cash E,17300000,6
433,ID1332,Commercial,IFR190,GRP502,RM2022,9/21/2016,11/23/2016,11/23/2017,PRD016,11/23/2016,6,5/25/2017,2.47,0.18,6870000,182055,Stock Mortgage,24000000,6
434,ID1045,Commercial,IFR110,GRP505,RM2023,9/23/2016,10/11/2016,10/11/2017,PRD007,10/11/2016,36,10/14/2019,2.52,0.49,2520000,75852,Mortgage over a lease,18400000,6
435,ID1184,Dealer,IFR127,GRP517,RM2015,9/24/2016,10/31/2016,10/31/2017,PRD001,10/31/2016,24,11/2/2018,1.68,0.38,2620000,53972,Mortgage over Real Property (Commercial),23900000,4
436,ID1456,Dealer,IFR114,GRP505,RM2036,9/26/2016,11/12/2016,11/12/2017,PRD002,11/12/2016,12,11/13/2017,1.95,0.45,4740000,113760,Gold Deposit,6100000,6
437,ID1432,Dealer,IFR145,GRP514,RM2015,9/27/2016,11/3/2016,11/3/2017,PRD008,11/3/2016,12,11/4/2017,3.2,0.13,5080000,169164,Limited Guarantee and Indemnity (supported),20900000,6
438,ID1413,Commercial,IFR137,GRP505,RM2021,9/30/2016,12/29/2016,12/29/2017,PRD012,12/29/2016,12,12/30/2017,1.63,0.15,280000,4984,Term Deposit at the bank.,10100000,4
439,ID1402,Commercial,IFR180,GRP502,RM2017,10/3/2016,11/9/2016,11/9/2017,PRD019,11/9/2016,24,11/11/2018,2.05,0.13,2260000,49268,Unregistered Mortgage over an unregistered lease,18500000,3
440,ID1108,Dealer,IFR100,GRP500,RM2029,10/5/2016,12/15/2016,12/15/2017,PRD020,12/15/2016,36,12/18/2019,2.68,0.48,4190000,132404,Fixed Company Charge,19700000,2
441,ID1375,Commercial,IFR101,GRP504,RM2011,10/6/2016,10/26/2016,10/26/2017,PRD014,10/26/2016,12,10/27/2017,2.21,0.34,6960000,177480,Bill of Sale over a Post Office licence,9800000,4
442,ID1177,Commercial,IFR151,GRP517,RM2014,10/7/2016,1/19/2017,1/19/2018,PRD005,1/19/2017,48,1/22/2021,3.51,0.15,6230000,228018,Gold Deposit,20100000,3
443,ID1284,Commercial,IFR181,GRP505,RM2018,10/11/2016,1/14/2017,1/14/2018,PRD020,1/14/2017,48,1/17/2021,2.32,0.48,5850000,163800,Crop Lien,16100000,5
444,ID1345,Property Development,IFR125,GRP514,RM2006,10/12/2016,11/3/2016,11/3/2017,PRD010,11/3/2016,12,11/4/2017,2.34,0.41,5020000,138050,Collateral Type Desc,8000000,2
445,ID1155,Dealer,IFR140,GRP507,RM2007,10/13/2016,12/19/2016,12/19/2017,PRD011,12/19/2016,60,12/23/2021,2.98,0.41,3940000,133566,Fixed Company Charge,3700000,4
446,ID1411,Dealer,IFR156,GRP505,RM2024,10/13/2016,1/2/2017,1/2/2018,PRD012,1/2/2017,12,1/3/2018,3.06,0.41,3270000,113469,Mortgage over life insurance,21000000,4
447,ID1258,Commercial,IFR143,GRP514,RM2029,10/15/2016,11/15/2016,11/15/2017,PRD003,11/15/2016,12,11/16/2017,3.44,0.45,1860000,72354,Traded Equities,12800000,3
448,ID1382,Dealer,IFR180,GRP502,RM2006,10/17/2016,1/29/2017,1/29/2018,PRD004,1/29/2017,24,1/31/2019,3.58,0.16,790000,29546,Mortgage over Real Property (Residential),12500000,2
449,ID1100,Dealer,IFR104,GRP502,RM2037,10/18/2016,1/29/2017,1/29/2018,PRD007,1/29/2017,24,1/31/2019,3.01,0.43,620000,21328,Stock Mortgage,3100000,3
450,ID1329,Dealer,IFR100,GRP500,RM2013,10/21/2016,11/20/2016,11/20/2017,PRD019,11/20/2016,24,11/22/2018,1.78,0.41,4260000,93294,Unregistered Mortgage over an unregistered lease,9800000,6
451,ID1477,Dealer,IFR160,GRP514,RM2015,10/21/2016,2/22/2017,2/22/2018,PRD013,2/22/2017,48,2/25/2021,2.89,0.16,3760000,114680,Term Deposit at the bank.,16600000,4
452,ID1401,Corporate,IFR109,GRP505,RM2013,10/24/2016,2/20/2017,2/20/2018,PRD012,2/20/2017,48,2/23/2021,3.26,0.14,5570000,189380,Bill of Sale over a Post Office licence,24500000,4
453,ID1003,Dealer,IFR173,GRP500,RM2002,10/25/2016,11/22/2016,11/22/2017,PRD009,11/22/2016,24,11/24/2018,2.77,0.13,3020000,87580,Unregistered Mortgage over an unregistered lease,12100000,2
454,ID1387,Dealer,IFR123,GRP520,RM2003,10/25/2016,1/12/2017,1/12/2018,PRD009,1/12/2017,24,1/14/2019,3.43,0.24,2020000,74134,Mortgage over life insurance,2600000,3
455,ID1458,Property Development,IFR173,GRP500,RM2026,10/26/2016,1/13/2017,1/13/2018,PRD004,1/13/2017,12,1/14/2018,3.62,0.2,3790000,144778,Limited Guarantee and Indemnity (supported),6100000,1
456,ID1145,Commercial,IFR171,GRP520,RM2000,10/27/2016,12/9/2016,12/9/2017,PRD018,12/9/2016,12,12/10/2017,2.64,0.37,910000,27391,Limited Guarantee and Indemnity (unsupported),5700000,2
457,ID1306,Commercial,IFR137,GRP505,RM2014,10/27/2016,12/17/2016,12/17/2017,PRD011,12/17/2016,12,12/18/2017,2.31,0.23,870000,22098,Fixed and Floating Company Charge,11300000,3
458,ID1027,Dealer,IFR145,GRP514,RM2037,10/28/2016,12/31/2016,12/31/2017,PRD011,12/31/2016,24,1/2/2019,2.28,0.43,5810000,157451,Fixed and Floating Company Charge,23900000,6
459,ID1173,Corporate,IFR108,GRP515,RM2030,10/28/2016,1/6/2017,1/6/2018,PRD003,1/6/2017,6,7/8/2017,2.29,0.2,320000,7968,Term Deposit at the bank.,3900000,6
460,ID1065,Dealer,IFR167,GRP516,RM2020,10/30/2016,12/7/2016,12/7/2017,PRD001,12/7/2016,48,12/10/2020,2.56,0.12,6410000,171788,Bank Guarantee by Australian Financial Institution,18700000,4
461,ID1422,Commercial,IFR168,GRP509,RM2006,10/31/2016,12/9/2016,12/9/2017,PRD006,12/9/2016,12,12/10/2017,1.54,0.33,1520000,28424,Mortgage over Real Property (Commercial),14400000,5
462,ID1379,Dealer,IFR124,GRP514,RM2026,11/7/2016,2/14/2017,2/14/2018,PRD011,2/14/2017,12,2/15/2018,3.2,0.49,530000,19557,Ships Mortgage,13800000,1
463,ID1391,Corporate,IFR148,GRP500,RM2029,11/8/2016,2/4/2017,2/4/2018,PRD015,2/4/2017,60,2/8/2022,2.26,0.21,870000,21489,Mortgage over Real Property (Commercial),11600000,4
464,ID1351,Dealer,IFR102,GRP512,RM2034,11/11/2016,3/11/2017,3/11/2018,PRD020,3/11/2017,12,3/12/2018,3.28,0.12,4160000,141440,Cash and Cash E,22600000,6
465,ID1294,Commercial,IFR141,GRP514,RM2002,11/13/2016,3/18/2017,3/18/2018,PRD004,3/18/2017,12,3/19/2018,2.94,0.35,4720000,155288,Fixed and Floating Charge (Cashflow lending),23000000,1
466,ID1380,Property Development,IFR113,GRP516,RM2021,11/14/2016,2/22/2017,2/22/2018,PRD005,2/22/2017,12,2/23/2018,2.66,0.35,4540000,136654,Limited Guarantee and Indemnity (unsupported),13700000,6
467,ID1416,Dealer,IFR145,GRP514,RM2021,11/15/2016,2/23/2017,2/23/2018,PRD004,2/23/2017,48,2/26/2021,2.71,0.46,1010000,32017,Limited Guarantee and Indemnity (supported),5400000,5
468,ID1212,Corporate,IFR182,GRP518,RM2039,11/21/2016,3/20/2017,3/20/2018,PRD003,3/20/2017,12,3/21/2018,2.03,0.29,6950000,161240,Mortgage over Real Property (Industrial),14600000,4
469,ID1480,Property Development,IFR154,GRP514,RM2039,11/21/2016,1/13/2017,1/13/2018,PRD014,1/13/2017,36,1/16/2020,1.81,0.22,5320000,107996,Mortgage over life insurance,3800000,5
470,ID1311,Commercial,IFR166,GRP500,RM2016,11/29/2016,2/24/2017,2/24/2018,PRD017,2/24/2017,12,2/25/2018,2.32,0.31,2620000,68906,Crop Lien,3700000,2
471,ID1473,Dealer,IFR158,GRP500,RM2031,11/29/2016,1/10/2017,1/10/2018,PRD011,1/10/2017,12,1/11/2018,3.53,0.25,5110000,193158,Bill of Sale over business assets,13100000,6
472,ID1246,Commercial,IFR115,GRP514,RM2022,12/1/2016,12/24/2016,12/24/2017,PRD008,12/24/2016,12,12/25/2017,1.86,0.39,5840000,131400,Fixed Company Charge,5900000,1
473,ID1297,Commercial,IFR112,GRP507,RM2038,12/7/2016,4/2/2017,4/2/2018,PRD014,4/2/2017,36,4/4/2020,3.55,0.45,1630000,65200,Bill of Sale over specific business assets,2100000,5
474,ID1326,Dealer,IFR195,GRP517,RM2010,12/10/2016,4/4/2017,4/4/2018,PRD020,4/4/2017,12,4/5/2018,1.84,0.15,330000,6567,Collateral Type Desc,12200000,3
475,ID1123,Property Development,IFR133,GRP516,RM2016,12/12/2016,2/3/2017,2/3/2018,PRD014,2/3/2017,24,2/5/2019,3.37,0.24,6560000,236816,Mortgage over a lease,10900000,2
476,ID1353,Dealer,IFR107,GRP502,RM2010,12/12/2016,4/5/2017,4/5/2018,PRD019,4/5/2017,12,4/6/2018,1.67,0.39,5030000,103618,Transfer of Mortgage over a Lease,11500000,3
477,ID1060,Dealer,IFR159,GRP502,RM2001,12/15/2016,2/7/2017,2/7/2018,PRD003,2/7/2017,48,2/10/2021,3.39,0.26,2460000,89790,Bank Guarantee by Australian Financial Institution,16400000,6
478,ID1335,Dealer,IFR189,GRP500,RM2002,12/15/2016,4/10/2017,4/10/2018,PRD004,4/10/2017,36,4/12/2020,3.4,0.26,3670000,134322,Mortgage over Real Property (Commercial),10700000,3
479,ID1176,Dealer,IFR184,GRP517,RM2029,12/16/2016,4/25/2017,4/25/2018,PRD015,4/25/2017,6,10/25/2017,2.95,0.35,3920000,129360,Bill of Sale over specific business assets,20700000,2
480,ID1404,Property Development,IFR161,GRP507,RM2034,12/16/2016,3/30/2017,3/30/2018,PRD018,3/30/2017,6,9/29/2017,2.83,0.24,3530000,108371,Bill of Sale over a Post Office licence,24800000,4
481,ID1192,Commercial,IFR120,GRP500,RM2010,12/18/2016,2/19/2017,2/19/2018,PRD016,2/19/2017,36,2/22/2020,1.53,0.2,1580000,27334,Bank Guarantee by Australian Financial Institution,12000000,1
482,ID1221,Dealer,IFR135,GRP502,RM2038,12/19/2016,1/16/2017,1/16/2018,PRD007,1/16/2017,24,1/18/2019,2.1,0.31,3720000,89652,Unregistered Mortgage over an unregistered lease,8900000,2
483,ID1342,Property Development,IFR103,GRP505,RM2017,12/20/2016,1/19/2017,1/19/2018,PRD019,1/19/2017,48,1/22/2021,2.91,0.35,1750000,57050,Transfer of Mortgage over a Lease,17300000,2
484,ID1368,Dealer,IFR190,GRP502,RM2007,12/20/2016,2/22/2017,2/22/2018,PRD008,2/22/2017,24,2/24/2019,2.52,0.48,860000,25800,Term Deposit at the bank.,8200000,2
485,ID1080,Dealer,IFR133,GRP516,RM2031,12/21/2016,3/21/2017,3/21/2018,PRD007,3/21/2017,36,3/23/2020,3.59,0.12,2420000,89782,Crop Lien,4100000,1
486,ID1019,Dealer,IFR124,GRP514,RM2036,12/22/2016,4/18/2017,4/18/2018,PRD016,4/18/2017,6,10/18/2017,2.91,0.33,6740000,218376,Unregistered Mortgage over an unregistered lease,12200000,4
487,ID1440,Dealer,IFR134,GRP501,RM2021,12/22/2016,5/1/2017,5/1/2018,PRD009,5/1/2017,24,5/3/2019,2.91,0.35,2420000,78892,Commercial Property,5000000,3
488,ID1041,Property Development,IFR121,GRP500,RM2030,12/26/2016,3/25/2017,3/25/2018,PRD011,3/25/2017,24,3/27/2019,2.02,0.4,3840000,92928,Limited Cross Guarantee and Indemnity (supported),16100000,1
489,ID1302,Dealer,IFR185,GRP520,RM2035,12/26/2016,4/20/2017,4/20/2018,PRD002,4/20/2017,60,4/24/2022,2.04,0.43,3520000,86944,Term Deposit at the bank.,23100000,5
490,ID1152,Commercial,IFR161,GRP507,RM2000,12/28/2016,4/22/2017,4/22/2018,PRD009,4/22/2017,6,10/22/2017,1.9,0.3,2080000,45760,Cash and Cash E,5300000,2
491,ID1175,Dealer,IFR139,GRP500,RM2004,12/28/2016,3/6/2017,3/6/2018,PRD019,3/6/2017,48,3/9/2021,3.07,0.48,3340000,118570,Transfer of Mortgage over a Lease,16000000,6
492,ID1200,Dealer,IFR100,GRP500,RM2002,12/28/2016,4/21/2017,4/21/2018,PRD017,4/21/2017,60,4/25/2022,3.75,0.28,1320000,53196,Bill of Sale over a Post Office licence,13200000,4
493,ID1274,Commercial,IFR116,GRP517,RM2010,12/29/2016,4/9/2017,4/9/2018,PRD011,4/9/2017,48,4/12/2021,3.12,0.21,2490000,82917,Commercial Property,22000000,4
494,ID1376,Dealer,IFR101,GRP504,RM2032,12/29/2016,1/31/2017,1/31/2018,PRD012,1/31/2017,24,2/2/2019,1.88,0.23,4210000,88831,Gold Deposit,10400000,6
495,ID1406,Dealer,IFR188,GRP515,RM2005,12/30/2016,2/14/2017,2/14/2018,PRD002,2/14/2017,48,2/17/2021,2.62,0.23,1310000,37335,Mortgage over a lease,23300000,4
496,ID1423,Property Development,IFR198,GRP511,RM2034,1/2/2017,5/9/2017,5/9/2018,PRD008,5/9/2017,6,11/8/2017,3.33,0.27,6550000,235800,Collateral Type Desc,18300000,2
497,ID1211,Corporate,IFR137,GRP505,RM2026,1/4/2017,2/15/2017,2/15/2018,PRD005,2/15/2017,24,2/17/2019,1.61,0.18,2070000,37053,Limited Guarantee and Indemnity (unsupported),11600000,1
498,ID1238,Corporate,IFR109,GRP505,RM2037,1/4/2017,4/9/2017,4/9/2018,PRD016,4/9/2017,12,4/10/2018,3.23,0.34,6260000,223482,Traded Equities,16800000,2
499,ID1338,Dealer,IFR186,GRP502,RM2022,1/8/2017,5/6/2017,5/6/2018,PRD011,5/6/2017,12,5/7/2018,3.7,0.28,4720000,187856,Mortgage over Real Property (Industrial),6700000,3
